gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
0.36621094,-2.4414062,-3.3569336,-0.06943185,-0.027533319,-9.849746
0.48828125,-2.4414062,-3.4179688,-0.061052144,-0.04309563,-9.840169
0.36621094,-2.5024414,-3.4179688,-0.049081136,-0.04070143,-9.848549
0.36621094,-2.4414062,-3.4179688,-0.051475335,-0.04189853,-9.850943
0.36621094,-2.5024414,-3.3569336,-0.06703765,-0.031124622,-9.849746
0.36621094,-2.4414062,-3.4179688,-0.076614454,-0.01316811,-9.849746
0.30517578,-2.5634766,-3.3569336,-0.08499416,-0.0047884034,-9.849746
0.30517578,-2.4414062,-3.4179688,-0.08379706,-0.015562311,-9.846154
0.36621094,-2.5634766,-3.4179688,-0.08499416,-0.044292733,-9.8437605
0.36621094,-2.4414062,-3.479004,-0.073023155,-0.055066638,-9.8437605
0.30517578,-2.4414062,-3.4179688,-0.092176765,-0.051475335,-9.8437605
0.36621094,-2.380371,-3.479004,-0.09935937,-0.04070143,-9.840169
0.4272461,-2.5024414,-3.4179688,-0.075417355,-0.033518825,-9.849746
0.30517578,-2.5024414,-3.3569336,-0.06464344,-0.009576807,-9.847352
0.30517578,-2.5024414,-3.2958984,-0.055066638,0.0011971008,-9.849746
0.30517578,-2.5024414,-3.4179688,-0.061052144,-0.016759412,-9.849746
0.4272461,-2.4414062,-3.4179688,-0.051475335,-0.039504327,-9.842564
0.4272461,-2.4414062,-3.4179688,-0.051475335,-0.046686932,-9.835381
0.36621094,-2.380371,-3.3569336,-0.05267244,-0.044292733,-9.848549
0.36621094,-2.4414062,-3.4179688,-0.08499416,-0.037110128,-9.849746
0.36621094,-2.5024414,-3.479004,-0.09816227,-0.035913024,-9.849746
0.36621094,-2.4414062,-3.479004,-0.110133275,-0.022744916,-9.849746
0.36621094,-2.380371,-3.479004,-0.107739076,-0.02873042,-9.849746
0.24414062,-2.4414062,-3.3569336,-0.08379706,-0.044292733,-9.841366
0.36621094,-2.4414062,-3.3569336,-0.06464344,-0.049081136,-9.835381
0.24414062,-2.5024414,-3.4179688,-0.051475335,-0.04309563,-9.838972
0.30517578,-2.4414062,-3.3569336,-0.050278235,-0.021547815,-9.849746
0.36621094,-2.380371,-3.479004,-0.055066638,-0.009576807,-9.849746
0.30517578,-2.380371,-3.4179688,-0.049081136,0.010773907,-9.848549
0.36621094,-2.319336,-3.3569336,-0.05746084,-0.009576807,-9.849746
0.36621094,-2.4414062,-3.479004,-0.073023155,-0.038307227,-9.844957
0.30517578,-2.4414062,-3.4179688,-0.08738836,-0.044292733,-9.824607
0.30517578,-2.380371,-3.3569336,-0.09816227,-0.044292733,-9.829395
0.36621094,-2.380371,-3.540039,-0.108936176,-0.051475335,-9.838972
0.30517578,-2.4414062,-3.4179688,-0.10654198,-0.04309563,-9.840169
0.30517578,-2.5024414,-3.3569336,-0.090979666,-0.020350715,-9.844957
0.36621094,-2.5024414,-3.4179688,-0.06943185,-0.025139118,-9.8437605
0.36621094,-2.5024414,-3.4179688,-0.053869538,-0.031124622,-9.849746
0.24414062,-2.5024414,-3.2958984,-0.049081136,-0.035913024,-9.835381
0.4272461,-2.380371,-3.2958984,-0.047884032,-0.037110128,-9.824607
0.48828125,-2.5024414,-3.3569336,-0.05865794,-0.04189853,-9.831789
0.4272461,-2.4414062,-3.479004,-0.06943185,-0.039504327,-9.829395
0.4272461,-2.380371,-3.4179688,-0.08020575,-0.034715924,-9.840169
0.30517578,-2.5024414,-3.4179688,-0.10414778,-0.027533319,-9.841366
0.30517578,-2.5634766,-3.4179688,-0.11731588,-0.029927522,-9.844957
0.4272461,-2.5024414,-3.4179688,-0.11971009,-0.035913024,-9.842564
0.36621094,-2.380371,-3.4179688,-0.092176765,-0.037110128,-9.838972
0.36621094,-2.5024414,-3.4179688,-0.06703765,-0.044292733,-9.817424
0.30517578,-2.4414062,-3.3569336,-0.062249243,-0.039504327,-9.817424
0.4272461,-2.4414062,-3.4179688,-0.051475335,-0.027533319,-9.822212
0.4272461,-2.4414062,-3.479004,-0.051475335,-0.017956512,-9.842564
0.36621094,-2.4414062,-3.479004,-0.06464344,-0.010773907,-9.844957
0.36621094,-2.380371,-3.4179688,-0.08738836,-0.019153614,-9.847352
0.36621094,-2.380371,-3.479004,-0.094570965,-0.03232172,-9.838972
0.36621094,-2.4414062,-3.3569336,-0.10055647,-0.039504327,-9.828198
0.4272461,-2.5024414,-3.3569336,-0.093373865,-0.044292733,-9.829395
0.4272461,-2.380371,-3.3569336,-0.08738836,-0.044292733,-9.830592
0.36621094,-2.4414062,-3.4179688,-0.090979666,-0.045489833,-9.817424
0.30517578,-2.5024414,-3.479004,-0.074220255,-0.025139118,-9.838972
0.30517578,-2.4414062,-3.4179688,-0.07182605,-0.021547815,-9.837775
0.30517578,-2.5024414,-3.4179688,-0.06943185,-0.021547815,-9.842564
0.4272461,-2.380371,-3.4179688,-0.06703765,-0.039504327,-9.835381
0.36621094,-2.4414062,-3.4179688,-0.05865794,-0.04070143,-9.816227
0.4272461,-2.4414062,-3.4179688,-0.07182605,-0.044292733,-9.816227
0.4272461,-2.4414062,-3.3569336,-0.07182605,-0.035913024,-9.837775
0.36621094,-2.380371,-3.479004,-0.08499416,-0.04189853,-9.8437605
0.36621094,-2.4414062,-3.4179688,-0.08379706,-0.04309563,-9.830592
0.36621094,-2.380371,-3.3569336,-0.077811554,-0.04070143,-9.829395
0.30517578,-2.5024414,-3.4179688,-0.09935937,-0.033518825,-9.838972
0.36621094,-2.4414062,-3.4179688,-0.10414778,-0.03232172,-9.841366
0.36621094,-2.4414062,-3.3569336,-0.09935937,-0.03232172,-9.844957
0.4272461,-2.380371,-3.3569336,-0.06344634,-0.04189853,-9.837775
0.48828125,-2.4414062,-3.4179688,-0.062249243,-0.035913024,-9.836577
0.4272461,-2.5024414,-3.4179688,-0.06584055,-0.04189853,-9.838972
0.4272461,-2.4414062,-3.2958984,-0.06584055,-0.035913024,-9.841366
0.36621094,-2.4414062,-3.3569336,-0.06943185,-0.03232172,-9.849746
0.4272461,-2.4414062,-3.3569336,-0.076614454,-0.034715924,-9.849746
0.4272461,-2.380371,-3.3569336,-0.08259996,-0.04189853,-9.842564
0.36621094,-2.380371,-3.4179688,-0.090979666,-0.038307227,-9.841366
0.30517578,-2.4414062,-3.479004,-0.09696517,-0.035913024,-9.842564
0.30517578,-2.4414062,-3.4179688,-0.095768064,-0.04070143,-9.840169
0.4272461,-2.4414062,-3.479004,-0.093373865,-0.04309563,-9.835381
0.36621094,-2.5024414,-3.4179688,-0.08738836,-0.039504327,-9.846154
0.4272461,-2.5024414,-3.479004,-0.07182605,-0.044292733,-9.834184
0.30517578,-2.4414062,-3.479004,-0.06344634,-0.03232172,-9.835381
0.36621094,-2.4414062,-3.479004,-0.062249243,-0.023942016,-9.8437605
0.36621094,-2.4414062,-3.479004,-0.055066638,-0.025139118,-9.849746
0.30517578,-2.4414062,-3.4179688,-0.05626374,-0.03232172,-9.8437605
0.36621094,-2.380371,-3.4179688,-0.075417355,-0.04070143,-9.8437605
0.36621094,-2.5024414,-3.4179688,-0.092176765,-0.034715924,-9.849746
0.36621094,-2.4414062,-3.4179688,-0.094570965,-0.038307227,-9.840169
0.30517578,-2.380371,-3.4179688,-0.089782566,-0.04309563,-9.840169
0.30517578,-2.4414062,-3.4179688,-0.08140286,-0.051475335,-9.842564
0.36621094,-2.5024414,-3.4179688,-0.06943185,-0.04309563,-9.847352
0.30517578,-2.5634766,-3.4179688,-0.073023155,-0.04189853,-9.849746
0.4272461,-2.5634766,-3.4179688,-0.076614454,-0.025139118,-9.849746
0.30517578,-2.4414062,-3.4179688,-0.062249243,-0.021547815,-9.849746
0.4272461,-2.5024414,-3.4179688,-0.055066638,-0.029927522,-9.848549
0.4272461,-2.4414062,-3.479004,-0.06344634,-0.031124622,-9.849746
0.4272461,-2.4414062,-3.4179688,-0.06703765,-0.04189853,-9.840169
0.4272461,-2.4414062,-3.540039,-0.08020575,-0.044292733,-9.834184
0.48828125,-2.4414062,-3.4179688,-0.08499416,-0.04309563,-9.828198
0.4272461,-2.5024414,-3.4179688,-0.08020575,-0.04309563,-9.849746
0.4272461,-2.380371,-3.4179688,-0.08499416,-0.04189853,-9.848549
0.36621094,-2.4414062,-3.4179688,-0.095768064,-0.031124622,-9.850943
0.36621094,-2.4414062,-3.479004,-0.089782566,-0.031124622,-9.849746
0.4272461,-2.5024414,-3.479004,-0.079008654,-0.039504327,-9.850943
0.36621094,-2.4414062,-3.4179688,-0.062249243,-0.039504327,-9.847352
0.36621094,-2.5024414,-3.4179688,-0.051475335,-0.04309563,-9.837775
0.36621094,-2.5024414,-3.540039,-0.062249243,-0.04309563,-9.840169
0.30517578,-2.4414062,-3.3569336,-0.076614454,-0.04070143,-9.848549
0.36621094,-2.4414062,-3.4179688,-0.088585466,-0.009576807,-9.849746
0.30517578,-2.5024414,-3.479004,-0.08619126,-0.021547815,-9.848549
0.30517578,-2.5024414,-3.4179688,-0.08738836,-0.029927522,-9.849746
0.24414062,-2.4414062,-3.4179688,-0.08619126,-0.039504327,-9.849746
0.30517578,-2.380371,-3.479004,-0.092176765,-0.04189853,-9.835381
0.36621094,-2.4414062,-3.4179688,-0.077811554,-0.044292733,-9.837775
0.36621094,-2.5024414,-3.4179688,-0.06943185,-0.047884032,-9.835381
0.4272461,-2.380371,-3.479004,-0.061052144,-0.04070143,-9.835381
0.36621094,-2.4414062,-3.4179688,-0.05865794,-0.034715924,-9.847352
0.36621094,-2.5024414,-3.4179688,-0.076614454,-0.008379706,-9.849746
0.24414062,-2.4414062,-3.479004,-0.079008654,-0.015562311,-9.849746
0.36621094,-2.4414062,-3.3569336,-0.06703765,-0.04189853,-9.846154
0.4272461,-2.380371,-3.4179688,-0.06823475,-0.044292733,-9.840169
0.4272461,-2.5634766,-3.3569336,-0.076614454,-0.046686932,-9.838972
0.30517578,-2.380371,-3.479004,-0.10414778,-0.04309563,-9.835381
0.36621094,-2.4414062,-3.4179688,-0.10295067,-0.038307227,-9.8437605
0.36621094,-2.4414062,-3.4179688,-0.075417355,-0.03232172,-9.850943
0.4272461,-2.4414062,-3.3569336,-0.07062895,-0.031124622,-9.849746
0.30517578,-2.5024414,-3.479004,-0.05865794,-0.023942016,-9.849746
0.4272461,-2.4414062,-3.479004,-0.075417355,-0.022744916,-9.849746
0.36621094,-2.5024414,-3.479004,-0.08499416,-0.04309563,-9.841366
0.36621094,-2.380371,-3.479004,-0.06703765,-0.051475335,-9.847352
0.30517578,-2.4414062,-3.4179688,-0.06943185,-0.045489833,-9.838972
0.36621094,-2.5634766,-3.3569336,-0.08738836,-0.04309563,-9.840169
0.4272461,-2.5024414,-3.3569336,-0.09935937,-0.033518825,-9.846154
0.4272461,-2.4414062,-3.3569336,-0.095768064,-0.017956512,-9.849746
0.30517578,-2.380371,-3.4179688,-0.077811554,-0.019153614,-9.844957
0.4272461,-2.4414062,-3.4179688,-0.06703765,-0.034715924,-9.849746
0.30517578,-2.5024414,-3.479004,-0.05865794,-0.04189853,-9.829395
0.36621094,-2.4414062,-3.4179688,-0.06344634,-0.039504327,-9.828198
0.4272461,-2.5634766,-3.4179688,-0.07182605,-0.04309563,-9.840169
0.30517578,-2.4414062,-3.4179688,-0.07182605,-0.04189853,-9.842564
0.36621094,-2.4414062,-3.479004,-0.074220255,-0.04309563,-9.834184
0.30517578,-2.4414062,-3.479004,-0.093373865,-0.029927522,-9.849746
0.4272461,-2.4414062,-3.3569336,-0.108936176,-0.04070143,-9.828198
0.36621094,-2.4414062,-3.3569336,-0.09696517,-0.04309563,-9.846154
0.24414062,-2.5024414,-3.3569336,-0.08499416,-0.045489833,-9.836577
0.30517578,-2.4414062,-3.4179688,-0.059855044,-0.045489833,-9.836577
0.30517578,-2.4414062,-3.4179688,-0.05626374,-0.04070143,-9.838972
0.30517578,-2.4414062,-3.4179688,-0.06823475,-0.027533319,-9.849746
0.36621094,-2.5024414,-3.4179688,-0.077811554,-0.0035913025,-9.849746
0.36621094,-2.380371,-3.479004,-0.08020575,-0.01316811,-9.847352
0.30517578,-2.4414062,-3.3569336,-0.061052144,-0.025139118,-9.849746
0.4272461,-2.5024414,-3.4179688,-0.07182605,-0.04309563,-9.828198
0.4272461,-2.380371,-3.4179688,-0.076614454,-0.047884032,-9.834184
0.24414062,-2.4414062,-3.4179688,-0.095768064,-0.04070143,-9.816227
0.36621094,-2.380371,-3.3569336,-0.09696517,-0.039504327,-9.8198185
0.36621094,-2.4414062,-3.3569336,-0.08499416,-0.034715924,-9.836577
0.36621094,-2.4414062,-3.4179688,-0.08738836,-0.029927522,-9.837775
0.36621094,-2.380371,-3.4179688,-0.092176765,-0.022744916,-9.844957
0.36621094,-2.5024414,-3.3569336,-0.088585466,-0.037110128,-9.828198
0.30517578,-2.4414062,-3.3569336,-0.07062895,-0.04309563,-9.827001
0.30517578,-2.319336,-3.4179688,-0.05746084,-0.039504327,-9.82341
0.24414062,-2.2583008,-3.479004,-0.061052144,-0.04309563,-9.824607
0.4272461,-2.4414062,-3.479004,-0.06464344,-0.038307227,-9.832987
0.36621094,-2.319336,-3.479004,-0.07062895,-0.023942016,-9.8437605
0.36621094,-2.380371,-3.4179688,-0.093373865,-0.011971008,-9.844957
0.36621094,-2.5024414,-3.4179688,-0.090979666,-0.04189853,-9.816227
0.36621094,-2.5024414,-3.3569336,-0.08020575,-0.047884032,-9.82341
0.4272461,-2.380371,-3.2958984,-0.08619126,-0.050278235,-9.831789
0.30517578,-2.5024414,-3.3569336,-0.08738836,-0.044292733,-9.82341
0.36621094,-2.4414062,-3.3569336,-0.073023155,-0.039504327,-9.830592
0.30517578,-2.4414062,-3.4179688,-0.073023155,-0.029927522,-9.838972
0.36621094,-2.4414062,-3.4179688,-0.08379706,-0.008379706,-9.846154
0.36621094,-2.380371,-3.3569336,-0.079008654,-0.008379706,-9.848549
0.30517578,-2.4414062,-3.4179688,-0.075417355,-0.01436521,-9.831789
0.30517578,-2.4414062,-3.540039,-0.06943185,-0.038307227,-9.828198
0.36621094,-2.4414062,-3.3569336,-0.06703765,-0.044292733,-9.831789
0.48828125,-2.5024414,-3.4179688,-0.06823475,-0.049081136,-9.827001
0.4272461,-2.380371,-3.4179688,-0.08140286,-0.044292733,-9.813833
0.4272461,-2.5024414,-3.4179688,-0.11611878,-0.031124622,-9.8437605
0.4272461,-2.380371,-3.479004,-0.10534488,-0.029927522,-9.837775
0.4272461,-2.380371,-3.4179688,-0.08259996,-0.037110128,-9.830592
0.4272461,-2.4414062,-3.4179688,-0.08140286,-0.04309563,-9.8198185
0.48828125,-2.4414062,-3.3569336,-0.06943185,-0.044292733,-9.82341
0.4272461,-2.4414062,-3.4179688,-0.079008654,-0.04309563,-9.818622
0.30517578,-2.4414062,-3.4179688,-0.059855044,-0.044292733,-9.832987
0.30517578,-2.380371,-3.479004,-0.06344634,-0.04309563,-9.829395
0.24414062,-2.4414062,-3.4179688,-0.061052144,-0.035913024,-9.818622
0.36621094,-2.5024414,-3.4179688,-0.077811554,-0.019153614,-9.829395
0.36621094,-2.5024414,-3.4179688,-0.092176765,-0.020350715,-9.832987
0.4272461,-2.5024414,-3.4179688,-0.08499416,-0.016759412,-9.844957
0.30517578,-2.5634766,-3.3569336,-0.08140286,-0.044292733,-9.818622
0.36621094,-2.5024414,-3.3569336,-0.08140286,-0.045489833,-9.825804
0.36621094,-2.4414062,-3.4179688,-0.08499416,-0.046686932,-9.822212
0.36621094,-2.4414062,-3.4179688,-0.08499416,-0.04189853,-9.830592
0.30517578,-2.4414062,-3.479004,-0.089782566,-0.034715924,-9.842564
0.30517578,-2.5024414,-3.479004,-0.07062895,-0.04309563,-9.831789
0.24414062,-2.5024414,-3.3569336,-0.062249243,-0.037110128,-9.825804
0.30517578,-2.380371,-3.4179688,-0.05746084,-0.034715924,-9.832987
0.30517578,-2.4414062,-3.4179688,-0.073023155,-0.037110128,-9.840169
0.30517578,-2.4414062,-3.4179688,-0.06943185,-0.04309563,-9.830592
0.36621094,-2.4414062,-3.4179688,-0.06943185,-0.035913024,-9.847352
0.36621094,-2.5024414,-3.4179688,-0.077811554,-0.044292733,-9.836577
0.36621094,-2.4414062,-3.4179688,-0.094570965,-0.033518825,-9.829395
0.4272461,-2.4414062,-3.3569336,-0.10414778,-0.035913024,-9.848549
0.4272461,-2.5024414,-3.479004,-0.089782566,-0.039504327,-9.832987
0.30517578,-2.4414062,-3.4179688,-0.089782566,-0.045489833,-9.816227
0.4272461,-2.319336,-3.4179688,-0.076614454,-0.04309563,-9.817424
0.36621094,-2.4414062,-3.479004,-0.07062895,-0.04070143,-9.838972
0.4272461,-2.5024414,-3.4179688,-0.06823475,-0.037110128,-9.832987
0.36621094,-2.5024414,-3.4179688,-0.07182605,-0.02633622,-9.847352
0.36621094,-2.4414062,-3.479004,-0.076614454,-0.03232172,-9.829395
0.24414062,-2.380371,-3.479004,-0.06703765,-0.02873042,-9.840169
0.36621094,-2.4414062,-3.4179688,-0.08379706,-0.034715924,-9.824607
0.30517578,-2.4414062,-3.4179688,-0.08379706,-0.04309563,-9.825804
0.30517578,-2.6245117,-3.4179688,-0.08738836,-0.044292733,-9.828198
0.36621094,-2.5024414,-3.479004,-0.088585466,-0.047884032,-9.830592
0.30517578,-2.319336,-3.4179688,-0.08499416,-0.04309563,-9.829395
0.4272461,-2.5634766,-3.4179688,-0.10055647,-0.039504327,-9.822212
0.36621094,-2.5024414,-3.4179688,-0.09816227,-0.03232172,-9.824607
0.36621094,-2.380371,-3.4179688,-0.08619126,-0.031124622,-9.842564
0.36621094,-2.4414062,-3.4179688,-0.06344634,-0.037110128,-9.836577
0.30517578,-2.380371,-3.479004,-0.06823475,-0.03232172,-9.829395
0.30517578,-2.4414062,-3.540039,-0.06584055,-0.04309563,-9.818622
0.36621094,-2.5024414,-3.4179688,-0.06344634,-0.04189853,-9.821015
0.4272461,-2.4414062,-3.4179688,-0.06943185,-0.04189853,-9.82341
0.36621094,-2.380371,-3.4179688,-0.08020575,-0.04189853,-9.828198
0.36621094,-2.4414062,-3.4179688,-0.090979666,-0.035913024,-9.829395
0.36621094,-2.380371,-3.479004,-0.10175357,-0.02633622,-9.842564
0.30517578,-2.380371,-3.4179688,-0.09696517,-0.04309563,-9.836577
0.30517578,-2.380371,-3.479004,-0.090979666,-0.044292733,-9.821015
0.36621094,-2.4414062,-3.479004,-0.09696517,-0.044292733,-9.825804
0.36621094,-2.4414062,-3.4179688,-0.07182605,-0.044292733,-9.821015
